id,title,body,department,sentiment,date,week
427,Colazione monotona,"Colazione monotona, sempre le stesse cose per giorni. Qualità eccellente dei prodotti.",F&B,negative,2024-03-28,13
117,Ottima pulizia,"Personale di pulizia molto efficiente, camera sempre impeccabile.",Housekeeping,positive,2024-03-28,13
493,Esperienza mista,"Camera pulita ma personale poco disponibile, colazione nella media.",Reception,negative,2024-03-28,13
76,Stanza ben tenuta,"Camera pulita e ben curata, tutto funzionante e in ordine. Esperienza da dimenticare.",Housekeeping,positive,2024-03-28,13
489,Soggiorno discreto,"Colazione buona ma camera piccola e rumorosa, staff ok.",F&B,neutral,2024-03-28,13
83,Camera sporca,"La camera non era pulita all'arrivo, polvere ovunque e bagno sporco.",Housekeeping,negative,2024-03-28,13
432,Cibo scadente,"Cibo di pessima qualità, colazione immangiabile.",F&B,negative,2024-03-29,13
75,Niente di speciale,"Camera standard, pulizia sufficiente, prezzo nella norma.",Housekeeping,neutral,2024-03-29,13
428,Servizio ristorante,"Servizio al ristorante veloce e professionale, cibo eccellente.",F&B,positive,2024-03-29,13
155,Staff disponibile,Personale sempre pronto ad aiutare con il sorriso. Mai più in questo hotel.,Reception,positive,2024-03-30,13
198,Attesa infinita,"Tempi di attesa assurdi per il check-in, personale lento. Servizio clienti eccezionale.",Reception,negative,2024-03-30,13
174,Ottima organizzazione,"Reception ben organizzata, nessun problema durante il soggiorno.",Reception,positive,2024-03-30,13
22,Camera sporca,"La camera non era pulita all'arrivo, polvere ovunque e bagno sporco. Consiglio vivamente questo hotel.",Housekeeping,negative,2024-03-30,13
77,Ottima pulizia,"Personale di pulizia molto efficiente, camera sempre impeccabile.",Housekeeping,positive,2024-03-30,13
